eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_index,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval,status,n_active_units
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,912,32,172.0,229.0,0.041023243379755554,1.86091655833572e-05,0.09375,0.03125,3.0,32.0,0.9802039592081584,ok,32
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,912,32,172.0,229.0,0.050654580745248284,0.009839273037787878,0.09375,0.03125,3.0,32.0,0.5696860627874425,ok,32
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,912,32,172.0,229.0,0.13424335102679297,0.020149750820670706,0.09375,0.03125,3.0,32.0,0.4237152569486103,ok,32
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,912,32,172.0,229.0,0.1227155939608864,0.022240343060346338,0.09375,0.03125,3.0,32.0,0.39392121575684863,ok,32
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,912,32,172.0,229.0,0.14452724432694633,0.08407588128102554,0.09375,0.03125,3.0,32.0,0.10457908418316336,ok,32
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.04,0.09,0.05,0.01,0,0,0.065,728,140,152.0,159.0,0.13172007268563501,0.055369543346520424,0.02142857142857143,0.007142857142857143,3.0,140.0,0.13597280543891221,ok,140
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,728,141,152.0,159.0,0.2441316465712376,0.09062402940282341,0.02127659574468085,0.0070921985815602835,3.0,141.0,0.033993201359728054,ok,141
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,728,140,152.0,159.0,0.11298267998729677,0.08382516539543333,0.02142857142857143,0.007142857142857143,3.0,140.0,0.02659468106378724,ok,140
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,728,141,152.0,159.0,0.0982498093311611,0.0722138907294131,0.02127659574468085,0.0070921985815602835,3.0,141.0,0.07258548290341932,ok,141
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,728,138,152.0,159.0,0.13159775592579462,0.07943233514892616,0.021739130434782608,0.007246376811594203,3.0,138.0,0.06998600279944012,ok,138
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,728,140,152.0,159.0,0.20108035413420608,0.05862211026490243,0.02142857142857143,0.007142857142857143,3.0,140.0,0.16576684663067387,ok,140
